CUSTOMER_ID,CUSTOMER_KEY,CONTACT_NUMBER,Referred Other customers,Gender,Location,Acquired Channel
236,C10095,9350415810,N,F,Gurgaon,APP
237,C100157,9983596168,N,M,Chennai,WEBSITE
238,C100096,9837772760,N,F,Chennai,APP
239,C100191,9616238323,N,M,Gurgaon,WEBSITE
240,C100154,9647810842,N,M,Gurgaon,APP
241,C100687,9657322698,N,M,Bangalore,APP
242,C100566,9876992997,N,M,Gurgaon,WEBSITE
243,C100240,9548303657,N,M,Gurgaon,APP
244,C100710,9014033014,N,F,Gurgaon,APP
245,C100454,9422268046,N,F,Chennai,WEBSITE
246,C100126,9407782112,N,F,Chennai,WEBSITE
247,C10012712111,9599344216,N,F,Gurgaon,WEBSITE
248,C100182,9062832061,N,F,Chennai,WEBSITE
249,C100097,9558111156,N,F,Bangalore,WEBSITE
250,C100249,9964546517,N,M,Chennai,APP
251,C100664,9199794132,N,F,Others,WEBSITE
252,C100711,9473030547,N,M,Bangalore,WEBSITE
253,C100328,9238683954,N,M,Chennai,WEBSITE
254,C100336,9007847294,N,M,Chennai,WEBSITE
255,C100712,9728802715,N,M,Gurgaon,WEBSITE
256,C10093,9027353559,N,F,Chennai,APP
257,C100713,9127296925,N,M,Chennai,WEBSITE
258,C100714,9816757024,N,M,Others,WEBSITE
259,C100302,9660767393,N,M,Gurgaon,WEBSITE
260,C100098,9103896226,N,M,Bangalore,APP
261,C100130,9450880530,N,F,Gurgaon,WEBSITE
262,C100113,9351644149,N,M,Gurgaon,APP
263,C100716,9228496416,N,M,Chennai,WEBSITE
264,C10012712111,9599344216,N,M,Gurgaon,APP
265,C100126,9407782112,N,M,Gurgaon,APP
266,C100715,9029852501,N,M,Chennai,APP
267,C100717,9177989888,N,M,Gurgaon,WEBSITE
268,C100307,9019390720,N,M,Gurgaon,WEBSITE
269,C100331,9286633624,N,F,Chennai,APP
270,C100216,9402721943,N,F,Gurgaon,APP
271,C100098,9103896226,N,F,Chennai,WEBSITE
272,C10041,9015312425,N,F,Bangalore,WEBSITE
273,C100124,9578489952,N,M,Chennai,APP
274,C10093,9027353559,N,M,Gurgaon,WEBSITE
275,C100718,9895201832,N,F,Gurgaon,APP
276,C100302,9660767393,N,M,Chennai,WEBSITE
277,C100268,9071607735,N,F,Gurgaon,WEBSITE
278,C100198,9950122533,N,M,Chennai,WEBSITE
279,C100574,9633995643,N,M,Bangalore,APP
280,C10099,9598629704,N,M,Bangalore,WEBSITE
281,C100546,9574445626,N,M,Chennai,APP
282,C100099,9870450914,N,F,Gurgaon,WEBSITE
283,C100123,9237235082,N,M,Bangalore,APP
284,C100124,9578489952,N,M,Gurgaon,WEBSITE
285,C100719,9026367413,N,M,Chennai,APP
286,C100720,9657155275,N,M,Bangalore,APP
287,C100721,9169992199,N,M,Gurgaon,APP
288,C100143,9926958643,N,M,Gurgaon,WEBSITE
289,C100205,9891201390,N,F,Chennai,WEBSITE
290,C100288,9117981508,N,F,Others,WEBSITE
291,C100104,9221139622,N,F,Gurgaon,APP
292,C100119,9109549735,N,F,Chennai,WEBSITE
293,C100048,9717931900,N,M,Bangalore,APP
294,C100687,9657322698,N,M,Chennai,WEBSITE
295,C100277,9907218314,N,F,Chennai,WEBSITE
296,C10078,9244927013,N,M,Bangalore,WEBSITE
297,C100261,9773316190,N,M,Gurgaon,WEBSITE
298,C10079,9788740320,N,M,Bangalore,WEBSITE
299,C100563,9771665839,N,F,Gurgaon,WEBSITE
300,C100633,9581511830,N,F,Gurgaon,WEBSITE
301,C100350,9369173156,N,F,Chennai,APP
302,C100292,9699228183,N,M,Bangalore,WEBSITE
303,C100100,9432874118,N,M,Chennai,APP
304,C100293,9926094254,N,M,Gurgaon,APP
305,C100240,9548303657,N,M,Chennai,APP
306,C100242,9476132026,N,M,Bangalore,WEBSITE
307,C10053,9639861928,N,M,Chennai,APP
308,C100714,9816757024,N,M,Gurgaon,APP
309,C100722,9099873141,N,M,Bangalore,WEBSITE
310,C100666,9383276421,N,F,Chennai,WEBSITE
311,C100279,9823156309,N,F,Chennai,APP
312,C100723,9994990512,N,M,Gurgaon,APP
313,C100721,9169992199,N,M,Bangalore,APP
314,C100101,9845421409,N,F,Others,WEBSITE
315,C100349,9181902449,N,F,Gurgaon,APP
316,C100230,9556848321,N,M,Bangalore,WEBSITE
317,C100200,9027139478,N,M,Bangalore,WEBSITE
318,C10041,9015312425,N,M,Gurgaon,WEBSITE
319,C10053,9639861928,N,M,Bangalore,WEBSITE
320,C100724,9117561225,N,M,Gurgaon,WEBSITE
321,C100725,9261398374,N,F,Bangalore,WEBSITE
322,C100726,9665009092,N,M,Bangalore,WEBSITE
323,C100727,9862616434,N,M,Others,APP
324,C10080,9190837750,N,F,Gurgaon,APP
325,C100102,9282848471,N,M,Chennai,APP
326,C100282,9565643840,N,F,Chennai,WEBSITE
327,C100282,9565643840,N,M,Gurgaon,WEBSITE
328,C100373,9088785009,N,F,Chennai,APP
329,C100472,9953048119,N,F,Chennai,WEBSITE
330,C10068,9361690037,N,M,Gurgaon,APP
331,C100728,9014963696,N,M,Gurgaon,APP
332,C100729,9419795177,N,F,Chennai,APP
333,C100730,9078947421,N,M,Gurgaon,APP
334,C100239,9899342870,N,F,Bangalore,WEBSITE
335,C100311,9180116168,N,M,Others,WEBSITE
336,C100103,9535080273,N,M,Gurgaon,WEBSITE
337,C100124,9578489952,N,M,Chennai,APP
338,C100306,9321409977,N,M,Chennai,APP
339,C100187,9977617176,N,M,Gurgaon,APP
340,C10033,9722535848,N,M,Chennai,WEBSITE
341,C100731,9003921701,N,M,Bangalore,APP
342,C100556,9928902176,N,M,Gurgaon,WEBSITE
343,C100732,9735292358,N,F,Chennai,APP
344,C100306,9321409977,N,F,Chennai,APP
345,C100322,9030117446,N,F,Gurgaon,APP
346,C100104,9221139622,N,F,Others,WEBSITE
347,C100725,9261398374,N,M,Gurgaon,WEBSITE
348,C100726,9665009092,N,M,Chennai,WEBSITE
349,C100627,9168332271,N,M,Chennai,WEBSITE
350,C100733,9228361979,N,M,Gurgaon,WEBSITE
351,C100734,9547932090,N,M,Gurgaon,WEBSITE
352,C100735,9231635859,N,M,Chennai,WEBSITE
353,C100736,9147169294,N,M,Gurgaon,WEBSITE
354,C100729,9419795177,N,M,Chennai,APP
355,C100737,9370831462,N,M,Gurgaon,WEBSITE
356,C100105,9332737670,N,M,Chennai,APP
357,C100269,9160633322,N,M,Bangalore,WEBSITE
358,C100738,9508308956,N,M,Others,WEBSITE
359,C100730,9078947421,N,F,Chennai,APP
360,C100286,9119855447,N,M,Gurgaon,WEBSITE
361,C100472,9953048119,N,M,Gurgaon,APP
362,C100345,9501818498,N,M,Gurgaon,WEBSITE
363,C100373,9088785009,N,F,Chennai,WEBSITE
364,C100739,9678572182,N,F,Chennai,WEBSITE
365,C100740,9557301689,N,M,Chennai,APP
366,C100189,9590236702,N,M,Chennai,WEBSITE
367,C100106,9985295126,N,F,Bangalore,WEBSITE
368,C10043,9860069731,N,M,Bangalore,APP
369,C100661,9348320813,N,M,Chennai,APP
370,C10068,9361690037,N,M,Gurgaon,APP
371,C100363,9300339948,N,M,Chennai,WEBSITE
372,C100366,9445847185,N,F,Gurgaon,WEBSITE
373,C100289,9779708551,N,M,Gurgaon,WEBSITE
374,C100327,9509103535,N,F,Bangalore,APP
375,C100395,9429949924,N,F,Chennai,APP
376,C10086,9261206621,N,M,Chennai,WEBSITE
377,C100741,9175141181,N,M,Gurgaon,WEBSITE
378,C100107,9548487212,N,M,Gurgaon,WEBSITE
379,C100742,9676598825,N,M,Chennai,WEBSITE
380,C100304,9421629205,N,M,Chennai,APP
381,C100743,9375641191,N,F,Gurgaon,WEBSITE
382,C100744,9504997449,N,M,Gurgaon,APP
383,C100303,9705013021,N,M,Chennai,APP
384,C100745,9467677533,N,F,Bangalore,WEBSITE
385,C100746,9101932882,N,M,Gurgaon,WEBSITE
386,C100711,9473030547,N,M,Chennai,WEBSITE
387,C10037,9169448740,N,F,Chennai,APP
388,C100747,9737587216,N,M,Chennai,WEBSITE
389,C100108,9957085743,N,M,Chennai,WEBSITE
390,C100638,9531488213,N,F,Chennai,WEBSITE
391,C10095,9350415810,N,F,Chennai,WEBSITE
392,C100294,9547586929,N,F,Gurgaon,WEBSITE
393,C100296,9710000290,N,F,Chennai,APP
394,C100676,9657137810,N,M,Chennai,APP
395,C100748,9137229205,N,M,Gurgaon,WEBSITE
396,C100749,9449033460,N,M,Chennai,WEBSITE
397,C100315,9541373500,N,F,Gurgaon,APP
398,C100750,9554752463,N,M,Bangalore,APP
399,C10078,9244927013,N,F,Bangalore,WEBSITE
400,C100109,9784866555,N,M,Gurgaon,APP
401,C100728,9014963696,N,M,Gurgaon,WEBSITE
402,C100529,9609136451,N,M,Gurgaon,APP
403,C100700,9113962372,N,M,Bangalore,WEBSITE
404,C100301,9188601099,N,F,Gurgaon,WEBSITE
405,C100751,9069060191,N,M,Gurgaon,APP
406,C100752,9879351242,N,M,Gurgaon,WEBSITE
407,C100336,9007847294,N,M,Gurgaon,WEBSITE
408,C100753,9640318470,N,M,Gurgaon,WEBSITE
409,C100754,9717583049,N,M,Bangalore,WEBSITE
410,C100741,9175141181,N,M,Bangalore,WEBSITE
411,C100110,9315441804,N,F,Bangalore,WEBSITE
412,C100744,9504997449,N,M,Bangalore,APP
413,C100367,9205970553,N,F,Chennai,WEBSITE
414,C10094,9146212591,N,M,Bangalore,WEBSITE
415,C10094,9146212591,N,M,Bangalore,WEBSITE
416,C10082,9358044952,N,M,Gurgaon,WEBSITE
417,C100755,9990293117,N,M,Bangalore,APP
418,C100546,9574445626,N,M,Chennai,WEBSITE
419,C100107,9548487212,N,M,Bangalore,APP
420,C100642,9186793399,N,F,Bangalore,APP
421,C100350,9369173156,N,M,Gurgaon,WEBSITE
422,C100111,9536390507,N,M,Bangalore,WEBSITE
423,C100756,9236908814,N,M,Others,APP
424,C100757,9985561501,N,M,Gurgaon,WEBSITE
425,C100656,9894350287,N,F,Chennai,WEBSITE
426,C100758,9267039593,N,M,Chennai,WEBSITE
427,C100760,9273923101,N,F,Chennai,WEBSITE
428,C100759,9521244967,N,M,Others,APP
429,C100761,9675581375,N,M,Gurgaon,APP
430,C100742,9676598825,N,F,Chennai,WEBSITE
431,C100721,9169992199,N,M,Chennai,APP
432,C100551,9292532422,N,M,Gurgaon,WEBSITE
433,C10079,9788740320,N,M,Bangalore,WEBSITE
434,C100112,9747042496,N,M,Chennai,WEBSITE
435,C100555,9081491240,N,F,Bangalore,APP
436,C100762,9083873774,N,M,Gurgaon,WEBSITE
437,C100662,9923280280,N,M,Chennai,APP
438,C100235,9699463196,N,F,Chennai,WEBSITE
439,C100763,9244838572,N,M,Gurgaon,APP
440,C100764,9500564955,N,M,Chennai,APP
441,C100442,9007751156,N,M,Bangalore,APP
442,C100765,9704554969,N,F,Gurgaon,APP
443,C100638,9531488213,N,F,Chennai,WEBSITE
444,C100285,9989980621,N,M,Gurgaon,WEBSITE
445,C100113,9351644149,N,M,Gurgaon,WEBSITE
446,C100768,9586519320,N,F,Chennai,WEBSITE
447,C100769,9917525132,N,M,Gurgaon,WEBSITE
448,C100770,9765328710,N,M,Chennai,WEBSITE
449,C10079,9788740320,N,M,Bangalore,APP
450,C100771,9437181022,N,M,Bangalore,APP
451,C100774,9660135260,N,M,Gurgaon,WEBSITE
452,C100775,9523252171,N,M,Chennai,WEBSITE
453,C100776,9707641203,N,F,Gurgaon,WEBSITE
454,C100341,9417225653,N,M,Chennai,WEBSITE
455,C100744,9504997449,N,F,Gurgaon,APP
456,C100114,9598758780,N,F,Gurgaon,APP
457,C100777,9906932260,N,F,Gurgaon,APP
458,C100758,9267039593,N,M,Chennai,APP
459,C100753,9640318470,N,M,Chennai,WEBSITE
460,C100276,9133642506,N,M,Gurgaon,WEBSITE
461,C100128,9142115282,N,M,Chennai,APP
462,C100755,9990293117,N,M,Bangalore,APP
463,C100367,9205970553,N,F,Gurgaon,WEBSITE
464,C100113,9351644149,N,F,Gurgaon,WEBSITE
465,C100101,9845421409,N,F,Chennai,APP
466,C100728,9014963696,N,F,Gurgaon,APP
467,C100115,9367449204,N,M,Gurgaon,WEBSITE
468,C100728,9014963696,N,M,Bangalore,WEBSITE
469,C100279,9823156309,N,M,Chennai,APP
470,C100449,9069891481,N,M,Gurgaon,APP
471,C100445,9825280457,N,M,Chennai,WEBSITE
472,C100265,9792798957,N,M,Chennai,WEBSITE
473,C100202,9095497993,N,M,Bangalore,APP
474,C100780,9181521777,N,M,Gurgaon,WEBSITE
475,C100573,9338134715,N,M,Chennai,APP
476,C100204,9769854140,N,M,Bangalore,APP
477,C100725,9261398374,N,F,Chennai,WEBSITE
478,C100116,9050128333,N,F,Chennai,APP
479,C10040,9700564089,N,F,Bangalore,APP
480,C100778,9127605617,N,M,Chennai,APP
481,C100781,9874283182,N,F,Gurgaon,WEBSITE
482,C100763,9244838572,N,F,Bangalore,WEBSITE
483,C100725,9261398374,N,F,Gurgaon,APP
484,C100785,9198424223,N,F,Bangalore,APP
485,C100786,9056795433,N,M,Bangalore,WEBSITE
486,C100116,9050128333,N,M,Chennai,WEBSITE
487,C100788,9713690753,N,M,Bangalore,APP
488,C100117,9987473587,N,M,Gurgaon,APP
489,C100789,9917070633,N,F,Bangalore,WEBSITE
490,C100790,9856636456,N,M,Chennai,WEBSITE
491,C100791,9751764985,N,M,Gurgaon,APP
492,C100792,9659908370,N,F,Bangalore,APP
493,C100793,9131017771,N,M,Bangalore,WEBSITE
494,C100794,9154692135,N,M,Chennai,APP
495,C100795,9888943541,N,M,Chennai,WEBSITE
496,C100782,9352787207,N,M,Chennai,WEBSITE
497,C100796,9384996791,N,M,Gurgaon,WEBSITE
498,C100219,9860786581,N,M,Chennai,APP
499,C100118,9635772516,N,M,Gurgaon,WEBSITE
500,C10039,9626195608,N,F,Gurgaon,WEBSITE
501,C100768,9586519320,N,M,Gurgaon,APP
502,C100797,9265109862,N,M,Gurgaon,APP
503,C100798,9942162243,N,M,Gurgaon,WEBSITE
504,C100799,9665192192,N,M,Gurgaon,APP
505,C100800,9649339627,N,M,Bangalore,APP
506,C100801,9252405611,N,M,Gurgaon,WEBSITE
507,C100607,9347806119,N,M,Gurgaon,WEBSITE
508,C100802,9305997890,N,F,Chennai,APP
509,C100119,9109549735,N,M,Bangalore,WEBSITE
510,C100728,9014963696,N,M,Gurgaon,WEBSITE
511,C100515,9610798929,N,M,Gurgaon,WEBSITE
512,C100515,9610798929,N,F,Gurgaon,APP
513,C100803,9389398069,N,M,Gurgaon,APP
514,C100804,9167359775,N,M,Chennai,WEBSITE
515,C100534,9058849021,N,M,Chennai,WEBSITE
516,C10073,9124630785,N,M,Gurgaon,APP
517,C100402,9867974306,N,M,Chennai,WEBSITE
518,C100644,9458437588,N,M,Chennai,WEBSITE
519,C100645,9587837989,N,M,Gurgaon,WEBSITE
520,C100805,9499912344,N,M,Bangalore,WEBSITE
521,C100120,9065388942,N,M,Bangalore,WEBSITE
522,C100679,9784658033,N,F,Gurgaon,WEBSITE
523,C10086,9261206621,N,M,Gurgaon,WEBSITE
524,C100806,9707525382,N,M,Chennai,WEBSITE
525,C100133,9058986378,N,M,Gurgaon,WEBSITE
526,C100714,9816757024,N,F,Chennai,APP
